# Program: ./RrupRjbMeanVar_SingleEvent.py
# Config file: test_single.ini
# Process start: 2016-01-28T15:46:17.392374
# Process finish: 2016-01-28T15:46:32.858817
# M = 7.000000, zhyp = 5.000000, bytheta = True, rup_dim_model = WC94, mech = A, AR = 1.7, ndip = 5, mindip = 0.000000, maxdip = 1.570796
# ntheta = 10, nxny = 20, neps = 2, trunc = 0.500000, min_seis_depth = 0.000000, max_seis_depth = 20.000000
"Repi_km","0","0.698132","1.39626","2.0944","2.79253","3.49066","4.18879","4.88692","5.58505","6.28319"
0.100000,0.148026,0.128718,0.051003,0.095377,0.147002,0.147002,0.095377,0.051003,0.128718,0.148026
0.158489,0.148026,0.128718,0.051003,0.095377,0.147002,0.147002,0.095377,0.051003,0.128718,0.148026
0.251189,0.148026,0.128718,0.051003,0.095377,0.147002,0.147002,0.095377,0.051003,0.128718,0.148026
0.398107,0.148044,0.128718,0.051003,0.095377,0.147002,0.147002,0.095377,0.051003,0.128718,0.148044
0.630957,0.152290,0.129875,0.051003,0.095377,0.150413,0.150413,0.095377,0.051003,0.129875,0.152290
1.000000,0.160569,0.133305,0.051003,0.096321,0.156745,0.156745,0.096321,0.051003,0.133305,0.160569
1.584893,0.179922,0.143531,0.051003,0.098584,0.173766,0.173766,0.098584,0.051003,0.143531,0.179922
2.511886,0.209928,0.160685,0.062346,0.110663,0.199591,0.199591,0.110663,0.062346,0.160685,0.209928
3.981072,0.258324,0.195074,0.079768,0.134926,0.241986,0.241986,0.134926,0.079768,0.195074,0.258324
6.309573,0.335521,0.247291,0.111296,0.173258,0.310283,0.310283,0.173258,0.111296,0.247291,0.335521
10.000000,0.451737,0.329195,0.161610,0.231998,0.416506,0.416506,0.231998,0.161610,0.329195,0.451737
15.848932,0.591947,0.437429,0.240200,0.319035,0.545643,0.545643,0.319035,0.240200,0.437429,0.591947
25.118864,0.735132,0.560489,0.361981,0.433861,0.682600,0.682600,0.433861,0.361981,0.560489,0.735132
39.810717,0.832880,0.673280,0.543489,0.572111,0.782293,0.782293,0.572111,0.543489,0.673280,0.832880
63.095734,0.894554,0.766684,0.707819,0.712511,0.848179,0.848179,0.712511,0.707819,0.766684,0.894554
100.000000,0.933468,0.843908,0.813930,0.814851,0.894114,0.894114,0.814851,0.813930,0.843908,0.933468
158.489319,0.958021,0.898693,0.881882,0.882086,0.928597,0.928597,0.882086,0.881882,0.898693,0.958021
251.188643,0.973513,0.935103,0.925219,0.925236,0.953254,0.953254,0.925236,0.925219,0.935103,0.973513
398.107171,0.983288,0.958696,0.952723,0.952695,0.969865,0.969865,0.952695,0.952723,0.958696,0.983288
630.957344,0.989455,0.973805,0.970135,0.970103,0.980740,0.980740,0.970103,0.970135,0.973805,0.989455
1000.000000,0.993347,0.983420,0.981143,0.981118,0.987752,0.987752,0.981118,0.981143,0.983420,0.993347
