# Program: ./RrupRjbMeanVar_SingleEvent.py
# Config file: test_single.ini
# Process start: 2016-01-28T15:46:17.392374
# Process finish: 2016-01-28T15:46:32.858874
# M = 7.000000, zhyp = 5.000000, bytheta = True, rup_dim_model = WC94, mech = A, AR = 1.7, ndip = 5, mindip = 0.000000, maxdip = 1.570796
# ntheta = 10, nxny = 20, neps = 2, trunc = 0.500000, min_seis_depth = 0.000000, max_seis_depth = 20.000000
"Repi_km","0","0.698132","1.39626","2.0944","2.79253","3.49066","4.18879","4.88692","5.58505","6.28319"
0.100000,78.808240,78.693158,78.402809,78.074477,77.861246,77.861246,78.074477,78.402809,78.693158,78.808240
0.158489,49.906983,49.791390,49.500345,49.172297,48.959893,48.959893,49.172297,49.500345,49.791390,49.906983
0.251189,31.672772,31.556396,31.264262,30.936668,30.725618,30.725618,30.936668,31.264262,31.556396,31.672772
0.398107,20.169690,20.052105,19.758290,19.431435,19.222589,19.222589,19.431435,19.758290,20.052105,20.169690
0.630957,12.914694,12.795260,12.498856,12.173215,11.967953,11.967953,12.173215,12.498856,12.795260,12.914694
1.000000,8.341498,8.219346,7.919000,7.595352,7.396005,7.396005,7.595352,7.919000,8.219346,8.341498
1.584893,5.462199,5.336286,5.030128,4.709791,4.520684,4.520684,4.709791,5.030128,5.336286,5.462199
2.511886,3.653699,3.522916,3.209106,2.894091,2.723157,2.723157,2.894091,3.209106,3.522916,3.653699
3.981072,2.522448,2.386417,2.064676,1.758961,1.619269,1.619269,1.758961,2.064676,2.386417,2.522448
6.309573,1.818736,1.679121,1.351926,1.063000,0.978187,0.978187,1.063000,1.351926,1.679121,1.818736
10.000000,1.385593,1.244267,0.921006,0.663728,0.670783,0.670783,0.663728,0.921006,1.244267,1.385593
15.848932,1.128704,0.986246,0.683782,0.483089,0.606860,0.606860,0.483089,0.683782,0.986246,1.128704
25.118864,0.996445,0.849938,0.593642,0.471872,0.676692,0.676692,0.471872,0.593642,0.849938,0.996445
39.810717,0.950141,0.805273,0.632910,0.571181,0.767775,0.767775,0.571181,0.632910,0.805273,0.950141
63.095734,0.943934,0.822596,0.741430,0.707329,0.836158,0.836158,0.707329,0.741430,0.822596,0.943934
100.000000,0.952871,0.865437,0.829073,0.810731,0.885621,0.885621,0.810731,0.829073,0.865437,0.952871
158.489319,0.965651,0.906851,0.888774,0.879236,0.922949,0.922949,0.879236,0.888774,0.906851,0.965651
251.188643,0.976523,0.938243,0.928244,0.923350,0.949595,0.949595,0.923350,0.928244,0.938243,0.976523
398.107171,0.984479,0.959919,0.953958,0.951474,0.967524,0.967524,0.951474,0.953958,0.959919,0.984479
630.957344,0.989927,0.974285,0.970618,0.969321,0.979251,0.979251,0.969321,0.970618,0.974285,0.989927
1000.000000,0.993534,0.983609,0.981333,0.980619,0.986808,0.986808,0.980619,0.981333,0.983609,0.993534
