# Program: ./RrupRjbMeanVar_SingleEvent.py
# Config file: test_single.ini
# Process start: 2016-01-28T15:46:17.392374
# Process finish: 2016-01-28T15:46:32.858885
# M = 7.000000, zhyp = 5.000000, bytheta = True, rup_dim_model = WC94, mech = A, AR = 1.7, ndip = 5, mindip = 0.000000, maxdip = 1.570796
# ntheta = 10, nxny = 20, neps = 2, trunc = 0.500000, min_seis_depth = 0.000000, max_seis_depth = 20.000000
"Repi_km","0","0.698132","1.39626","2.0944","2.79253","3.49066","4.18879","4.88692","5.58505","6.28319"
0.100000,5.952598,5.932271,5.880794,5.822239,5.784011,5.784011,5.822239,5.880794,5.932271,5.952598
0.158489,6.003366,5.971158,5.889581,5.796775,5.736173,5.736173,5.796775,5.889581,5.971158,6.003366
0.251189,6.083795,6.032742,5.903472,5.756374,5.660265,5.660265,5.756374,5.903472,6.032742,6.083795
0.398107,6.211221,6.130273,5.925397,5.692225,5.539724,5.539724,5.692225,5.925397,6.130273,6.211221
0.630957,6.413142,6.284698,5.959925,5.590241,5.348148,5.348148,5.590241,5.959925,6.284698,6.413142
1.000000,6.733641,6.529253,6.014153,5.427901,5.043542,5.043542,5.427901,6.014153,6.529253,6.733641
1.584893,7.246406,6.917697,6.099229,5.169337,4.559440,4.559440,5.169337,6.099229,6.917697,7.246406
2.511886,8.085046,7.542166,6.231828,4.758315,3.800558,3.800558,4.758315,6.231828,7.542166,8.085046
3.981072,9.531257,8.577722,6.437928,4.111853,2.705283,2.705283,4.111853,6.437928,8.577722,9.531257
6.309573,12.225260,10.403314,6.820210,3.220656,1.658298,1.658298,3.220656,6.820210,10.403314,12.225260
10.000000,17.565628,13.876171,8.005249,2.857846,2.731507,2.731507,2.857846,8.005249,13.876171,17.565628
15.848932,27.673133,20.735085,13.295641,7.365235,10.291770,10.291770,7.365235,13.295641,20.735085,27.673133
25.118864,39.809560,32.664043,34.349546,27.400616,20.800747,20.800747,27.400616,34.349546,32.664043,39.809560
39.810717,44.502521,45.135350,79.110259,64.248869,23.812369,23.812369,64.248869,79.110259,45.135350,44.502521
63.095734,42.170742,55.647777,99.597963,81.651696,25.217197,25.217197,81.651696,99.597963,55.647777,42.170742
100.000000,37.964780,59.859708,105.364290,86.162990,27.475990,27.475990,86.162990,105.364290,59.859708,37.964780
158.489319,35.281399,61.802203,107.510299,87.885966,30.055186,30.055186,87.885966,107.510299,61.802203,35.281399
251.188643,33.625454,62.885256,108.328474,88.690985,31.874067,31.874067,88.690985,108.328474,62.885256,33.625454
398.107171,32.605651,63.499695,108.525720,89.113007,33.065146,33.065146,89.113007,108.525720,63.499695,32.605651
630.957344,31.974469,63.858114,108.546375,89.350175,33.827505,33.827505,89.350175,108.546375,63.858114,31.974469
1000.000000,31.581636,64.072363,108.523394,89.489320,34.311381,34.311381,89.489320,108.523394,64.072363,31.581636
