# Program: /home/emthompson/anaconda3/envs/ps2ff/bin/run_ps2ff
# Config file: scr_ss_rrup.ini
# Process start: 2017-09-26T07:39:21.204752
# Process finish: 2017-09-26T10:19:15.472968
# rup_dim_model = S14, mech = SS, LW = False, AR = 1.0, ndip = 7, mindip = 1.047198, maxdip = 1.570796, ntheta = 73, nxny = 50
# neps = 7, trunc = 3.000000, min_seis_depth = 0.000000, max_seis_depth = 15.000000
"Repi_km","V4","V4.25","V4.5","V4.75","V5","V5.25","V5.5","V5.75","V6","V6.25","V6.5","V6.75","V7","V7.25","V7.5","V7.75","V8","V8.25","V8.5","V8.75","V9"
0.100000,19.384950,18.688513,17.783244,16.619754,15.149501,13.340187,11.208802,8.882434,6.633534,4.671393,3.246144,2.616924,2.551081,2.597378,2.603409,2.603409,2.603409,2.603409,2.603409,2.603409,2.603409
0.125893,19.379074,18.683475,17.778973,16.616186,15.146575,13.337854,11.207036,8.881224,6.632876,4.671292,3.246554,2.617675,2.551973,2.598303,2.604338,2.604338,2.604338,2.604338,2.604338,2.604338,2.604338
0.158489,19.370080,18.675675,17.772289,16.610549,15.141927,13.334144,11.204227,8.879303,6.631833,4.671132,3.247201,2.618860,2.553382,2.599764,2.605803,2.605803,2.605803,2.605803,2.605803,2.605803,2.605803
0.199526,19.356394,18.663667,17.761890,16.601695,15.134570,13.328247,11.199761,8.876250,6.630174,4.670862,3.248184,2.620665,2.555524,2.601981,2.608025,2.608025,2.608025,2.608025,2.608025,2.608025,2.608025
0.251189,19.335667,18.645272,17.745803,16.587870,15.122984,13.318902,11.192663,8.871397,6.627540,4.670447,3.249777,2.623586,2.558992,2.605575,2.611628,2.611628,2.611628,2.611628,2.611628,2.611628,2.611628
0.316228,19.304402,18.617221,17.721031,16.566404,15.104853,13.304169,11.181413,8.863685,6.623351,4.669786,3.252311,2.628232,2.564510,2.611293,2.617362,2.617362,2.617362,2.617362,2.617362,2.617362,2.617362
0.398107,19.257356,18.574641,17.683070,16.533236,15.076638,13.281084,11.163673,8.851466,6.616688,4.668708,3.256296,2.635564,2.573223,2.620324,2.626418,2.626418,2.626418,2.626418,2.626418,2.626418,2.626418
0.501187,19.186578,18.510265,17.625233,16.482287,15.032984,13.245145,11.135885,8.832215,6.606132,4.666971,3.262596,2.647197,2.587074,2.634698,2.640837,2.640837,2.640837,2.640837,2.640837,2.640837,2.640837
0.630957,19.080103,18.413229,17.537661,16.404610,14.965953,13.189610,11.092701,8.802126,6.589522,4.664151,3.272417,2.665452,2.608880,2.657372,2.663602,2.663605,2.663605,2.663605,2.663605,2.663605,2.663605
0.794328,18.920506,18.267508,17.405923,16.287236,14.864014,13.104619,11.026257,8.755608,6.563687,4.659674,3.287712,2.694039,2.643108,2.693009,2.699401,2.699414,2.699414,2.699414,2.699414,2.699414,2.699414
1.000000,18.683774,18.050273,17.209318,16.111751,14.710892,12.976177,10.925318,8.684696,6.524208,4.652914,3.311501,2.738492,2.696386,2.748583,2.755320,2.755384,2.755389,2.755389,2.755389,2.755389,2.755389
1.258925,18.339293,17.730997,16.919225,15.852673,14.484377,12.785272,10.774536,8.578535,6.465278,4.643382,3.348273,2.806719,2.778136,2.833989,2.841390,2.841581,2.841596,2.841596,2.841596,2.841596,2.841596
