# Program: ./run_ps2ff
# Config file: ../ps2ff/config/scr_a.ini
# Process start: 2018-01-02T12:12:14.823280
# Process finish: 2018-01-02T13:39:33.180069
# rup_dim_model = S14, mech = A, LW = False, AR = 1.0, ndip = 17, mindip = 0.174533, maxdip = 1.570796, ntheta = 73, nxny = 50
# neps = 7, trunc = 3.000000, min_seis_depth = 0.000000, max_seis_depth = 15.000000
"Repi_km","V4","V4.25","V4.5","V4.75","V5","V5.25","V5.5","V5.75","V6","V6.25","V6.5","V6.75","V7","V7.25","V7.5","V7.75","V8","V8.25","V8.5","V8.75","V9"
39.810717,0.073080,0.129818,0.230522,0.409133,0.725625,1.285703,2.274960,4.017211,7.098648,12.810371,24.099003,44.620206,74.133191,106.055425,132.535081,150.318370,160.588767,166.130698,169.215011,171.067211,172.186913
50.118723,0.073128,0.129932,0.230795,0.409791,0.727214,1.289543,2.284348,4.040599,7.160038,13.016436,25.132717,49.592436,89.535387,138.618374,184.471953,218.897892,240.767455,253.205746,260.048948,263.984651,266.349891
63.095734,0.073165,0.130022,0.231010,0.410307,0.728457,1.292546,2.291617,4.058434,7.206100,13.166524,25.933906,54.099850,105.826953,177.502504,252.390757,314.231236,356.946217,382.810298,397.374301,405.583446,410.434769
79.432823,0.073195,0.130093,0.231179,0.410713,0.729432,1.294897,2.297293,4.072200,7.241110,13.278252,26.512784,57.648532,121.795024,222.616782,340.744021,447.213068,526.079697,576.751879,606.400668,623.119394,632.751651
100.000000,0.073218,0.130149,0.231312,0.411032,0.730197,1.296739,2.301738,4.082932,7.268036,13.362665,26.928307,60.438820,137.265175,273.937660,453.469153,631.036073,771.848479,867.217614,925.096237,958.169222,977.039318
125.892541,0.073237,0.130193,0.231418,0.411284,0.730800,1.298185,2.305219,4.091335,7.288983,13.427246,27.236885,62.576192,150.610575,327.097739,589.380411,878.694531,1126.265773,1302.623171,1413.493627,1478.243539,1515.149266
158.489319,0.073252,0.130228,0.231501,0.411483,0.731275,1.299322,2.307949,4.097914,7.305375,13.477281,27.470526,64.099436,160.973438,379.226747,748.007338,1204.236117,1629.646086,1950.827759,2160.785852,2286.033520,2357.528514
199.526231,0.073263,0.130256,0.231568,0.411640,0.731651,1.300219,2.310096,4.103072,7.318206,13.516307,27.649726,65.221131,169.206489,428.010135,922.273563,1611.063061,2322.806828,2900.211219,3294.918343,3535.920551,3674.737474
251.188643,0.073273,0.130278,0.231620,0.411765,0.731947,1.300927,2.311788,4.107125,7.328260,13.546788,27.788408,66.067633,175.259691,467.087324,1095.246391,2091.189232,3246.926744,4265.167602,4998.645718,5460.890365,5731.136188
316.227766,0.073280,0.130295,0.231662,0.411864,0.732182,1.301486,2.313123,4.110318,7.336157,13.570674,27.896406,66.715450,179.647099,498.001501,1263.442481,2640.102389,4436.609750,6178.955621,7520.859055,8402.043220,8926.181130
398.107171,0.073286,0.130309,0.231694,0.411942,0.732369,1.301929,2.314179,4.112837,7.342376,13.589440,27.980763,67.215482,182.935325,521.878186,1409.328147,3209.295650,5871.959920,8765.242718,11180.955585,12847.800129,13864.884097
501.187234,0.073290,0.130320,0.231721,0.412004,0.732516,1.302280,2.315014,4.114828,7.347282,13.604223,28.047006,67.604560,185.442947,539.081855,1523.023241,3765.745362,7541.495967,12159.365939,16382.563700,19483.437388,21448.148617
630.957344,0.073294,0.130329,0.231741,0.412053,0.732633,1.302558,2.315676,4.116403,7.351157,13.615893,28.099233,67.908869,187.374801,551.839086,1613.426744,4285.449367,9370.067580,16389.123613,23534.611629,29205.199923,32974.606269
794.328235,0.073297,0.130336,0.231758,0.412092,0.732726,1.302779,2.316200,4.117650,7.354222,13.625119,28.140490,68.147963,188.875449,561.514962,1680.324958,4702.668204,11179.643619,21361.093380,33041.258218,43163.794237,50291.992128
1000.000000,0.073299,0.130341,0.231771,0.412123,0.732800,1.302954,2.316615,4.118637,7.356649,13.632418,28.173139,68.336669,190.048762,568.948234,1729.117649,5032.616953,12932.685538,27023.729890,45241.375938,62694.213325,75907.937920
