# Program: /home/emthompson/anaconda3/envs/ps2ff/bin/run_ps2ff
# Config file: acr_r_rrup.ini
# Process start: 2017-09-25T13:21:21.725514
# Process finish: 2017-09-25T15:40:41.827993
# rup_dim_model = HB08, mech = R, LW = False, AR = 1.7, ndip = 4, mindip = 0.610865, maxdip = 0.872665, ntheta = 73, nxny = 50
# neps = 7, trunc = 3.000000, min_seis_depth = 0.000000, max_seis_depth = 20.000000
"Repi_km","R4","R4.25","R4.5","R4.75","R5","R5.25","R5.5","R5.75","R6","R6.25","R6.5","R6.75","R7","R7.25","R7.5","R7.75","R8","R8.25","R8.5","R8.75","R9"
0.100000,97.478591,96.681765,95.653234,94.338202,92.678086,90.619256,88.130768,85.237564,82.076329,78.962002,76.358645,74.867405,74.082207,73.680022,73.523672,73.482542,73.476632,73.476256,73.476252,73.476252,73.476252
0.125893,77.432602,76.799451,75.982263,74.937509,73.618655,71.983101,70.006264,67.707952,65.196720,62.722742,60.654631,59.469974,58.846286,58.526962,58.402911,58.370359,58.365713,58.365425,58.365423,58.365423,58.365423
0.158489,61.510218,61.007013,60.357642,59.527524,58.479695,57.180314,55.609850,53.784034,51.789081,49.823695,48.180691,47.239513,46.744074,46.490523,46.392100,46.366343,46.362694,46.362475,46.362474,46.362474,46.362474
0.199526,48.863531,48.463459,47.947314,47.287616,46.455006,45.422598,44.174869,42.724311,41.139400,39.577948,38.272545,37.524706,37.131083,36.929721,36.851618,36.831236,36.828371,36.828205,36.828204,36.828204,36.828204
0.251189,38.819081,38.500818,38.090397,37.565977,36.904238,36.083816,35.092371,33.939818,32.680539,31.439873,30.402556,29.808207,29.495388,29.335407,29.273398,29.257257,29.255004,29.254879,29.254879,29.254879,29.254879
0.316228,30.841998,30.588568,30.261994,29.844909,29.318789,28.666653,27.878688,26.962757,25.962041,24.976083,24.151618,23.679090,23.430365,23.303159,23.253871,23.241064,23.239285,23.239190,23.239191,23.239191,23.239191
0.398107,24.507519,24.305388,24.045244,23.713262,23.294724,22.776132,22.149673,21.421580,20.626129,19.842364,19.186840,18.810968,18.613063,18.511805,18.472569,18.462366,18.460948,18.460874,18.460875,18.460875,18.460875
0.501187,19.478357,19.316724,19.109121,18.844536,18.511267,18.098580,17.600252,17.021211,16.388657,15.765337,15.243833,14.944622,14.787052,14.706405,14.675124,14.666989,14.665859,14.665801,14.665802,14.665802,14.665802
0.630957,15.486692,15.356965,15.190811,14.979499,14.713719,14.384933,13.988174,13.527330,13.023974,12.527898,12.112629,11.874140,11.748533,11.684260,11.659336,11.652892,11.652013,11.651968,11.651969,11.651969,11.651969
0.794328,12.319884,12.215260,12.081709,11.912383,11.699900,11.437467,11.121116,10.753903,10.352919,9.957654,9.626500,9.436005,9.335635,9.284279,9.264398,9.259292,9.258616,9.258588,9.258589,9.258589,9.258589
1.000000,9.809245,9.724240,9.616283,9.479923,9.309382,9.099281,8.846449,8.553275,8.233281,7.917757,7.653067,7.500415,7.419927,7.378724,7.362777,7.358707,7.358182,7.358165,7.358166,7.358166,7.358166
1.258925,7.821138,7.751174,7.663190,7.552636,7.414947,7.245941,7.043109,6.808315,6.552229,6.299613,6.087269,5.964316,5.899406,5.866144,5.853281,5.850026,5.849623,5.849613,5.849615,5.849615,5.849615
1.584893,6.249696,6.191012,6.118308,6.027848,5.915781,5.778852,5.615163,5.426182,5.220313,5.017107,4.845768,4.745950,4.693151,4.666036,4.655531,4.652886,4.652567,4.652563,4.652564,4.652564,4.652564
1.995262,5.010820,4.960662,4.899301,4.824188,4.732008,4.619970,4.486680,4.333382,4.166700,4.002024,3.862521,3.780491,3.736958,3.714498,3.705745,3.703518,3.703234,3.703221,3.703222,3.703221,3.703221
2.511886,4.037487,3.994138,3.941171,3.877351,3.800341,3.707534,3.597657,3.471850,3.335406,3.200422,3.085269,3.016615,2.979991,2.960938,2.953411,2.951417,2.951107,2.951067,2.951060,2.951059,2.951059
3.162278,3.276269,3.238695,3.192370,3.136706,3.070781,2.992620,2.900697,2.795806,2.682309,2.569762,2.472767,2.413777,2.382059,2.365324,2.358540,2.356596,2.356179,2.356068,2.356039,2.356036,2.356036
3.981072,2.684589,2.652076,2.611495,2.562181,2.504051,2.436539,2.358253,2.269185,2.172741,2.076635,1.992590,1.940051,1.911461,1.896033,1.889499,1.887376,1.886732,1.886487,1.886408,1.886394,1.886393
5.011872,2.228459,2.200448,2.165067,2.121376,2.069158,2.008924,1.940523,1.863402,1.779496,1.694928,1.619411,1.570451,1.543353,1.528234,1.521426,1.518865,1.517853,1.517377,1.517188,1.517141,1.517136
6.309573,1.880617,1.856643,1.826036,1.787657,1.740822,1.685896,1.624043,1.555567,1.480978,1.404267,1.333600,1.285591,1.258406,1.242554,1.234865,1.231536,1.229959,1.229116,1.228735,1.228614,1.228590
7.943282,1.619036,1.598684,1.572462,1.539145,1.497688,1.447749,1.390397,1.327446,1.259599,1.188472,1.120025,1.070587,1.041755,1.024010,1.014692,1.010161,1.007774,1.006408,1.005708,1.005430,1.005359
10.000000,1.425727,1.408607,1.386382,1.357833,1.321729,1.277152,1.224183,1.164676,1.100957,1.033998,0.966732,0.914062,0.882136,0.861216,0.849359,0.843076,0.839550,0.837437,0.836258,0.835721,0.835543
12.589254,1.285835,1.271567,1.252929,1.228777,1.197835,1.158872,1.111117,1.055143,0.993611,0.929197,0.863316,0.806961,0.770994,0.745661,0.730208,0.721466,0.716383,0.713275,0.711440,0.710485,0.710096
15.848932,1.186999,1.175205,1.159724,1.139523,1.113382,1.079967,1.038044,0.987017,0.928045,0.864674,0.799966,0.741163,0.701319,0.670933,0.650912,0.638912,0.631769,0.627340,0.624616,0.623076,0.622355
19.952623,1.118987,1.109309,1.096558,1.079830,1.058019,1.029829,0.993871,0.948926,0.894637,0.832927,0.768352,0.708509,0.665989,0.631179,0.606377,0.590496,0.580724,0.574616,0.570785,0.568491,0.567264
25.118864,1.073484,1.065600,1.055183,1.041465,1.023478,1.000046,0.969807,0.931327,0.883442,0.826126,0.762275,0.701265,0.656894,0.618820,0.589702,0.569689,0.556819,0.548662,0.543470,0.540240,0.538382
31.622777,1.043889,1.037514,1.029074,1.017925,1.003251,0.984025,0.959009,0.926782,0.885891,0.835276,0.775366,0.713354,0.667028,0.625612,0.592134,0.567762,0.551375,0.540760,0.533948,0.529640,0.527023
39.810717,1.025155,1.020033,1.013239,1.004247,0.992377,0.976761,0.956323,0.929768,0.895632,0.852478,0.799411,0.739188,0.691710,0.646611,0.607925,0.578320,0.557705,0.544124,0.535347,0.529726,0.526213
50.118723,1.013603,1.009506,1.004066,0.996853,0.987309,0.974718,0.958167,0.936531,0.908467,0.872489,0.827208,0.772281,0.726110,0.678638,0.634607,0.598852,0.573071,0.555848,0.544667,0.537476,0.532912
63.095734,1.006674,1.003407,0.999065,0.993300,0.985660,0.975557,0.962236,0.944743,0.921905,0.892343,0.854563,0.806775,0.764369,0.717123,0.669199,0.627269,0.595523,0.573851,0.559709,0.550575,0.544718
79.432823,1.002651,1.000051,0.996593,0.991998,0.985899,0.977819,0.967140,0.953070,0.934613,0.910554,0.879481,0.839103,0.801782,0.757250,0.708035,0.661087,0.623068,0.596118,0.578338,0.566818,0.559405
100.000000,1.000417,0.998350,0.995599,0.991941,0.987082,0.980634,0.972097,0.960819,0.945973,0.926520,0.901206,0.867712,0.835915,0.795821,0.747850,0.697875,0.654140,0.621367,0.599158,0.584686,0.575338
125.892541,0.999259,0.997617,0.995431,0.992522,0.988654,0.983517,0.976704,0.967687,0.955783,0.940126,0.919637,0.892186,0.865653,0.830801,0.786261,0.735856,0.687708,0.648927,0.621505,0.603403,0.591669
158.489319,0.998733,0.997428,0.995692,0.993379,0.990303,0.986215,0.980785,0.973587,0.964065,0.951504,0.934997,0.912679,0.890843,0.861362,0.821625,0.773113,0.722562,0.678413,0.645264,0.622724,0.608025
199.526231,0.998564,0.997528,0.996149,0.994312,0.991867,0.988614,0.984291,0.978553,0.970948,0.960894,0.947640,0.929599,0.911793,0.887291,0.852943,0.808293,0.757799,0.709571,0.670555,0.642818,0.624455
251.188643,0.998588,0.997766,0.996670,0.995211,0.993268,0.990681,0.987242,0.982671,0.976606,0.968572,0.957956,0.943432,0.929006,0.908886,0.879913,0.840284,0.792021,0.741737,0.697549,0.664111,0.641271
316.227766,0.998707,0.998055,0.997184,0.996025,0.994481,0.992425,0.989690,0.986052,0.981219,0.974808,0.966320,0.954663,0.943029,0.926645,0.902597,0.868456,0.824257,0.774280,0.726219,0.687001,0.658939
398.107171,0.998865,0.998347,0.997656,0.996735,0.995508,0.993875,0.991699,0.988805,0.984958,0.979848,0.973071,0.963736,0.954385,0.941120,0.921387,0.892637,0.853528,0.805957,0.756072,0.711803,0.678025
501.187234,0.999031,0.998619,0.998070,0.997339,0.996364,0.995066,0.993337,0.991036,0.987974,0.983904,0.978500,0.971037,0.963541,0.952848,0.936782,0.912941,0.879328,0.835906,0.786505,0.738524,0.699005
630.957344,0.999187,0.998860,0.998424,0.997843,0.997069,0.996038,0.994664,0.992834,0.990398,0.987159,0.982853,0.976896,0.970899,0.962307,0.949301,0.929746,0.901477,0.863152,0.816306,0.766720,0.722257
794.328235,0.999327,0.999068,0.998721,0.998260,0.997645,0.996826,0.995734,0.994279,0.992342,0.989765,0.986337,0.981587,0.976797,0.969910,0.959426,0.943508,0.920086,0.887215,0.844591,0.795678,0.747675
1000.000000,0.999448,0.999242,0.998967,0.998601,0.998113,0.997461,0.996594,0.995438,0.993898,0.991848,0.989120,0.985336,0.981514,0.976005,0.967581,0.954697,0.935494,0.907884,0.870363,0.824169,0.774795
