# Program: /home/emthompson/anaconda3/envs/ps2ff/bin/run_ps2ff
# Config file: scr_n_rrup.ini
# Process start: 2017-09-26T01:45:04.444526
# Process finish: 2017-09-26T04:03:25.329086
# rup_dim_model = S14, mech = N, LW = False, AR = 1.0, ndip = 5, mindip = 0.698132, maxdip = 1.047198, ntheta = 73, nxny = 50
# neps = 7, trunc = 3.000000, min_seis_depth = 0.000000, max_seis_depth = 15.000000
"Repi_km","V4","V4.25","V4.5","V4.75","V5","V5.25","V5.5","V5.75","V6","V6.25","V6.5","V6.75","V7","V7.25","V7.5","V7.75","V8","V8.25","V8.5","V8.75","V9"
39.810717,0.692723,0.729794,0.802921,0.942123,1.200812,1.673117,2.523021,4.031879,6.674608,11.373401,20.553907,37.776128,62.563957,87.854513,106.297328,116.801195,121.966476,124.559859,126.051170,126.982877,127.507120
50.118723,0.469330,0.511398,0.590892,0.738137,1.006934,1.492072,2.359122,3.893940,6.584576,11.417033,21.401862,43.002236,79.386502,122.279616,157.950757,180.566430,192.456171,198.267511,201.389125,203.315047,204.523496
63.095734,0.323757,0.369160,0.452900,0.605518,0.881139,1.375178,2.254770,3.810215,6.542317,11.489662,22.113382,47.538388,97.268140,165.821023,232.066554,279.008653,305.531895,318.714389,325.575054,329.614320,332.093973
79.432823,0.230001,0.277591,0.364116,0.520273,0.800447,1.300612,2.189331,3.760809,6.526907,11.567870,22.648373,51.143628,115.593652,219.137935,334.119921,425.360950,481.709331,511.220845,526.145374,534.383896,539.360885
100.000000,0.170068,0.219073,0.307400,0.465860,0.749046,1.253410,2.148748,3.732567,6.525770,11.640897,23.055996,53.981592,132.396660,277.431124,463.217434,632.373522,748.428809,813.147583,845.654811,862.982326,873.296071
125.892541,0.131941,0.181851,0.271334,0.431281,0.716450,1.223688,2.123823,3.717104,6.531702,11.704907,23.368884,55.986450,145.359119,335.681578,619.494696,916.618343,1142.676310,1278.312261,1348.696168,1385.274791,1406.048107
158.489319,0.107754,0.158237,0.248452,0.409351,0.695820,1.205030,2.108652,3.709160,6.540575,11.759205,23.610537,57.418758,155.630194,392.896591,800.240256,1287.319417,1704.934530,1980.320908,2131.257498,2208.012812,2249.663614
199.526231,0.092434,0.143275,0.233951,0.395455,0.682776,1.193346,2.099518,3.705554,6.550135,11.804342,23.798362,58.478874,163.246933,439.987367,984.433511,1737.584453,2479.068581,3019.755983,3335.231891,3497.504437,3583.491266
251.188643,0.082738,0.133803,0.224765,0.386651,0.674532,1.186045,2.094099,3.704398,6.559330,11.841437,23.944999,59.278339,168.606402,476.648628,1169.519380,2276.864406,3519.059981,4525.204919,5161.623504,5503.643885,5680.347930
316.227766,0.076607,0.127809,0.218948,0.381076,0.669324,1.181497,2.090946,3.704536,6.567630,11.871802,24.060547,59.890294,172.546474,505.465221,1338.488412,2861.387084,4818.691871,6623.507485,7882.742167,8598.539256,8965.348471
398.107171,0.072731,0.124017,0.215264,0.377544,0.666034,1.178673,2.089163,3.705288,6.574778,11.896356,24.151671,60.363138,175.513134,526.057181,1469.907834,3445.640721,6384.902821,9482.653601,11867.620166,13319.184206,14084.224977
501.187234,0.070280,0.121617,0.212930,0.375304,0.663955,1.176926,2.088197,3.706282,6.580772,11.915991,24.223274,60.730115,177.775877,540.984928,1575.153933,4021.301661,8195.151336,13199.196034,17522.206013,20401.633063,21997.962395
630.957344,0.068730,0.120096,0.211448,0.373881,0.662640,1.175849,2.087712,3.707318,6.585727,11.931652,24.279638,61.016508,179.519503,552.161342,1654.159880,4498.825910,10045.116303,17711.613849,25288.510307,30852.491108,34127.082681
794.328235,0.067748,0.119131,0.210506,0.372974,0.661806,1.175190,2.087505,3.708295,6.589784,11.944132,24.324094,61.241200,180.874538,560.671403,1710.559974,4873.848867,11908.486095,23115.605584,35706.236232,45952.622132,52474.647241
1000.000000,0.067126,0.118518,0.209906,0.372396,0.661277,1.174789,2.087451,3.709169,6.593082,11.954069,24.359209,61.418092,181.933377,567.219133,1752.356168,5170.016332,13615.440407,28982.435415,48724.453865,66971.758474,79755.787556
