# Program: /home/emthompson/anaconda3/envs/ps2ff/bin/run_ps2ff
# Config file: acr_ss_rrup.ini
# Process start: 2017-09-25T15:40:42.407164
# Process finish: 2017-09-25T17:12:05.605228
# rup_dim_model = HB08, mech = SS, LW = False, AR = 1.7, ndip = 4, mindip = 1.308997, maxdip = 1.570796, ntheta = 73, nxny = 50
# neps = 7, trunc = 3.000000, min_seis_depth = 0.000000, max_seis_depth = 20.000000
"Repi_km","R4","R4.25","R4.5","R4.75","R5","R5.25","R5.5","R5.75","R6","R6.25","R6.5","R6.75","R7","R7.25","R7.5","R7.75","R8","R8.25","R8.5","R8.75","R9"
0.100000,112.096057,110.569657,108.536708,105.829920,102.227653,97.437417,91.075641,82.645470,71.522322,56.999780,38.921668,25.308273,19.077087,16.563727,15.972166,15.921491,15.921491,15.921491,15.921491,15.921491,15.921491
0.125893,89.045160,87.832349,86.217171,84.066771,81.205150,77.399975,72.346555,65.650217,56.814853,45.279395,30.919913,20.106813,15.157304,13.160858,12.690946,12.650691,12.650691,12.650691,12.650691,12.650691,12.650691
0.158489,70.735976,69.772264,68.488943,66.780482,64.507125,61.484368,57.470185,52.151076,45.132981,35.970300,24.564754,15.976111,12.044699,10.458848,10.085560,10.053582,10.053582,10.053582,10.053582,10.053582,10.053582
0.199526,56.193377,55.427565,54.407852,53.050450,51.244344,48.843037,45.654316,41.429167,35.854601,28.576753,19.517755,12.696206,9.573541,8.313843,8.017302,7.991899,7.991899,7.991899,7.991899,7.991899,7.991899
0.251189,44.642817,44.034254,43.223958,42.145419,40.710480,38.802782,36.269713,32.913513,28.485606,22.705018,15.510144,10.092386,7.612141,6.611489,6.375895,6.355713,6.355713,6.355713,6.355713,6.355713,6.355713
0.316228,35.469122,34.985495,34.341595,33.484584,32.344489,30.828896,28.816611,26.150629,22.633569,18.042401,12.328499,8.026028,6.056136,5.261250,5.074061,5.058025,5.058025,5.058025,5.058025,5.058025,5.058025
0.398107,28.183735,27.799335,27.287641,26.606645,25.700772,24.496670,22.898084,20.780365,17.986855,14.340598,9.803379,6.387065,4.822610,4.191152,4.042397,4.029653,4.029653,4.029653,4.029653,4.029653,4.029653
0.501187,22.398700,22.093048,21.686361,21.145219,20.425446,19.468799,18.198881,16.516715,14.298005,11.402481,7.800307,5.088211,3.845867,3.344203,3.225957,3.215827,3.215827,3.215827,3.215827,3.215827,3.215827
0.630957,17.805995,17.562757,17.239410,16.809359,16.237462,15.477438,14.468647,13.132557,11.370550,9.071577,6.212615,4.060305,3.073911,2.675328,2.581297,2.573241,2.573241,2.573241,2.573241,2.573241,2.573241
0.794328,14.161126,13.967239,13.709947,13.368074,12.913659,12.309894,11.508617,10.447545,9.048517,7.223723,4.955750,3.248594,2.465592,2.148845,2.074014,2.067603,2.067603,2.067603,2.067603,2.067603,2.067603
1.000000,11.270113,11.115073,10.910007,10.638033,10.276890,9.797299,9.160984,8.318531,7.208090,5.760412,3.962735,2.609870,1.988552,1.736760,1.677137,1.672023,1.672022,1.672022,1.672022,1.672022,1.672022
