# Program: /home/emthompson/anaconda3/envs/ps2ff/bin/run_ps2ff
# Config file: figure4_bot.ini
# Process start: 2017-09-12T12:07:54.058654
# Process finish: 2017-09-12T16:22:12.224919
# rup_dim_model = S14, mech = R, LW = False, AR = 1.0, ndip = 7, mindip = 0.523599, maxdip = 1.047198, ntheta = 73, nxny = 50
# neps = 7, trunc = 3.000000, min_seis_depth = 0.000000, max_seis_depth = 15.000000
"Repi_km","R4","R4.25","R4.5","R4.75","R5","R5.25","R5.5","R5.75","R6","R6.25","R6.5","R6.75","R7","R7.25","R7.5","R7.75","R8","R8.25","R8.5","R8.75","R9"
10.000000,1.257414,1.243657,1.225642,1.202210,1.172016,1.133629,1.085783,1.027962,0.961437,0.890399,0.821670,0.763740,0.723552,0.701990,0.691701,0.686019,0.682076,0.680187,0.679466,0.679280,0.679256
12.589254,1.167845,1.156719,1.142100,1.122990,1.098196,1.066359,1.026086,0.976268,0.916848,0.850112,0.781493,0.719542,0.672693,0.643987,0.628222,0.619270,0.613685,0.610859,0.609657,0.609281,0.609210
15.848932,1.106547,1.097591,1.085789,1.070299,1.050087,1.023927,0.990463,0.948374,0.896805,0.836343,0.770228,0.705701,0.652129,0.615405,0.593259,0.580407,0.572775,0.568751,0.566866,0.566174,0.566007
19.952623,1.065721,1.058539,1.049051,1.036557,1.020181,0.998852,0.971326,0.936271,0.892507,0.839514,0.778290,0.713596,0.654410,0.609380,0.579991,0.562497,0.552330,0.546823,0.544078,0.542949,0.542619
25.118864,1.039247,1.033507,1.025908,1.015875,1.002678,0.985404,0.962956,0.934082,0.897512,0.852178,0.797387,0.735058,0.672347,0.619623,0.582467,0.559573,0.546342,0.539066,0.535280,0.533554,0.532948
31.622777,1.022521,1.017946,1.011880,1.003856,0.993270,0.979360,0.961184,0.937621,0.907428,0.869300,0.821556,0.763682,0.700115,0.641186,0.596178,0.567128,0.550195,0.540774,0.535716,0.533242,0.532264
39.810717,1.012218,1.008580,1.003751,0.997352,0.988891,0.977740,0.963105,0.944016,0.919332,0.887719,0.847099,0.795203,0.733485,0.670688,0.618512,0.582752,0.561342,0.549305,0.542726,0.539358,0.537881
50.118723,1.006038,1.003149,0.999311,0.994218,0.987473,0.978560,0.966824,0.951443,0.931416,0.905495,0.871567,0.826424,0.768939,0.705155,0.647230,0.604523,0.577834,0.562614,0.554196,0.549728,0.547600
63.095734,1.002447,1.000154,0.997106,0.993058,0.987689,0.980580,0.971195,0.958849,0.942689,0.921610,0.893656,0.855377,0.803759,0.741652,0.679885,0.630505,0.597850,0.578743,0.568060,0.562263,0.559351
79.432823,1.000446,0.998628,0.996209,0.992993,0.988723,0.983062,0.975571,0.965689,0.952701,0.935659,0.912852,0.880984,0.835957,0.777678,0.714427,0.659297,0.620225,0.596445,0.582991,0.575591,0.571725
100.000000,0.999405,0.997962,0.996043,0.993489,0.990095,0.985591,0.979620,0.971725,0.961316,0.947599,0.929117,0.902918,0.864568,0.811705,0.749375,0.689908,0.644324,0.615113,0.598262,0.588888,0.583849
